user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2011_5_24_40m_metaG_bin.11	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795315.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__9FT-COMBO-48-23 sp001795315	86.52	0.89	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.82	11	0.9452350469728106	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.45	0.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.65, 0.13	91.03	11	0.9402483164035647	N/A
sak_2011_5_24_40m_metaG_bin.13	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__	N/A	N/A	N/A	N/A	N/A	GCA_004525465.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199 sp004525465	94.33	0.84	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002327965.1, s__UBA2199 sp002327965, 95.0, 79.52, 0.48; GCA_002335385.1, s__UBA2199 sp002335385, 95.0, 79.51, 0.46; GCA_002436105.1, s__UBA2199 sp002436105, 95.0, 79.42, 0.46	90.45	11	0.992188861983766	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.14	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	74.45	11	0.9427085384362134	N/A
sak_2011_5_24_40m_metaG_bin.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	90.49	11	0.8904030877914267	N/A
sak_2011_5_24_40m_metaG_bin.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.75	0.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.71, 0.18	97.56	11	0.938512149261874	N/A
sak_2011_5_24_40m_metaG_bin.19	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.53	11	0.7072798723653156	N/A
sak_2011_5_24_40m_metaG_bin.2	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.19	11	0.9134837490925245	N/A
sak_2011_5_24_40m_metaG_bin.20	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__	N/A	N/A	N/A	N/A	N/A	GCA_002383495.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__UBA4054 sp002383495	91.4	0.83	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	90.83	11	0.9670542564607951	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.22	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.98	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.83	11	0.9902862532035356	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.23	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515085.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01;s__JAAYZB01 sp012515085	75.9	0.06	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	87.85	11	0.9157265636528116	N/A
sak_2011_5_24_40m_metaG_bin.24	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	85.01	11	0.9037239754395188	N/A
sak_2011_5_24_40m_metaG_bin.25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003818505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__RPRI01 sp003818505	84.01	0.73	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__RPRI01;g__RPRI01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391695.1, s__RPRI01 sp011391695, 95.0, 82.29, 0.55	90.09	11	0.9560638988703938	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__B18-G4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.97	11	0.8410814692688273	N/A
sak_2011_5_24_40m_metaG_bin.27	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.06	11	0.8865528253016184	N/A
sak_2011_5_24_40m_metaG_bin.28	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_002796135.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp002796135	78.0	0.42	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 77.82, 0.33; GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 77.48, 0.36; GCA_903852325.1, s__UBA6249 sp903852325, 95.0, 77.35, 0.26; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.54, 0.13; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 75.78, 0.06	72.17	11	0.9413507304906961	N/A
sak_2011_5_24_40m_metaG_bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	GCA_903833595.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	97.62	0.78	GCA_903833595.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp903833595	97.62	0.78	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009693255.1, s__Methylotenera sp009693255, 95.0, 82.36, 0.64; GCA_903876765.1, s__Methylotenera sp903876765, 95.0, 81.47, 0.71; GCA_903882525.1, s__Methylotenera sp903882525, 95.0, 79.89, 0.31; GCA_903846555.1, s__Methylotenera sp903846555, 95.0, 79.12, 0.43; GCA_013141075.1, s__Methylotenera sp013141075, 95.0, 79.11, 0.41; GCA_903860085.1, s__Methylotenera sp903860085, 95.0, 79.1, 0.22; GCA_903951385.1, s__Methylotenera sp903951385, 95.0, 78.84, 0.26; GCF_000093025.1, s__Methylotenera versatilis, 95.0, 78.82, 0.45; GCA_903838125.1, s__Methylotenera sp903838125, 95.0, 78.81, 0.29; GCA_002429455.1, s__Methylotenera sp002429455, 95.0, 78.78, 0.35; GCA_903926935.1, s__Methylotenera sp903926935, 95.0, 78.69, 0.35; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 78.64, 0.26; GCA_013816325.1, s__Methylotenera sp013816325, 95.0, 78.49, 0.17; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 78.45, 0.23; GCA_903854305.1, s__Methylotenera sp903854305, 95.0, 78.38, 0.36; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 78.36, 0.4; GCA_013141495.1, s__Methylotenera sp013141495, 95.0, 78.34, 0.33; GCF_004661485.1, s__Methylotenera sp004661485, 95.0, 78.34, 0.26; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 78.33, 0.15; GCA_013141425.1, s__Methylotenera sp013141425, 95.0, 78.25, 0.39; GCA_005791685.1, s__Methylotenera sp005791685, 95.0, 78.21, 0.28; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 78.12, 0.22; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 78.1, 0.26; GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 78.04, 0.3; GCA_013140755.1, s__Methylotenera sp013140755, 95.0, 78.03, 0.27; GCA_014378495.1, s__Methylotenera sp014378495, 95.0, 77.99, 0.31; GCA_005777825.1, s__Methylotenera sp005777825, 95.0, 77.88, 0.22; GCA_002842285.1, s__Methylotenera sp002842285, 95.0, 77.6, 0.19; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 76.47, 0.16	78.8	11	N/A	N/A
sak_2011_5_24_40m_metaG_bin.31	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.42	0.2	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 77.82, 0.39; GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.69, 0.36; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.89, 0.23; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.74, 0.07; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.33, 0.11	79.51	11	0.9453937070880832	N/A
sak_2011_5_24_40m_metaG_bin.32	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	87.45	0.81	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 83.71, 0.65; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.57, 0.67; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 77.68, 0.26	59.5	11	0.9735891469849937	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_40m_metaG_bin.35	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360845.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__JACIWR01;g__JACIWR01;s__JACIWR01 sp014360845	76.61	0.07	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__E26-bin7;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.85	11	0.7462071090849565	N/A
sak_2011_5_24_40m_metaG_bin.36	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	N/A	N/A	N/A	N/A	N/A	GCA_003249785.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__UBA2284 sp003249785	78.6	0.18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002839095.1, s__UBA2284 sp002839095, 95.0, 78.15, 0.2; GCA_002345705.1, s__UBA2284 sp002345705, 95.0, 77.99, 0.21; GCA_003518475.1, s__UBA2284 sp003518475, 95.0, 77.92, 0.16; GCA_001830045.1, s__UBA2284 sp001830045, 95.0, 77.23, 0.14; GCA_006226985.1, s__UBA2284 sp006226985, 95.0, 77.09, 0.17; GCA_002418725.1, s__UBA2284 sp002418725, 95.0, 77.05, 0.1; GCA_002424575.1, s__UBA2284 sp002424575, 95.0, 76.89, 0.1; GCA_003605085.1, s__UBA2284 sp003605085, 95.0, 76.67, 0.09; GCA_002422045.1, s__UBA2284 sp002422045, 95.0, 76.29, 0.07	56.98	11	0.9714524509441363	N/A
sak_2011_5_24_40m_metaG_bin.4	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_005843805.1	95.0	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843805	79.79	0.48	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903820085.1, s__Chlorobium sp903820085, 95.0, 80.11, 0.48; GCF_000020645.1, s__Chlorobium phaeoclathratiforme, 95.0, 79.95, 0.5; GCA_013334755.1, s__Chlorobium sp013334755, 95.0, 79.9, 0.58; GCA_903865705.1, s__Chlorobium sp903865705, 95.0, 79.83, 0.45; GCA_903822595.1, s__Chlorobium sp903822595, 95.0, 79.75, 0.48; GCA_903882665.1, s__Chlorobium sp903882665, 95.0, 79.54, 0.49; GCA_012972835.1, s__Chlorobium sp012972835, 95.0, 79.49, 0.42; GCA_903939765.1, s__Chlorobium sp903939765, 95.0, 79.46, 0.46; GCA_903994455.1, s__Chlorobium sp903994455, 95.0, 79.44, 0.37; GCA_903824295.1, s__Chlorobium sp903824295, 95.0, 79.38, 0.45; GCA_903917955.1, s__Chlorobium sp903917955, 95.0, 79.37, 0.43; GCA_903942355.1, s__Chlorobium sp903942355, 95.0, 79.37, 0.42; GCA_903871235.1, s__Chlorobium sp903871235, 95.0, 79.36, 0.41; GCF_000168715.1, s__Chlorobium ferrooxidans, 95.0, 79.34, 0.41; GCA_903937835.1, s__Chlorobium sp903937835, 95.0, 79.32, 0.41; GCA_903887845.1, s__Chlorobium sp903887845, 95.0, 79.3, 0.42; GCF_011601315.1, s__Chlorobium sp011601315, 95.0, 79.25, 0.42; GCA_903994635.1, s__Chlorobium sp903994635, 95.0, 79.23, 0.34; GCA_903836465.1, s__Chlorobium sp903836465, 95.0, 79.17, 0.42; GCA_903840935.1, s__Chlorobium sp903840935, 95.0, 79.11, 0.46; GCA_012972825.1, s__Chlorobium sp012972825, 95.0, 79.09, 0.41; GCA_903851385.1, s__Chlorobium sp903851385, 95.0, 79.03, 0.39; GCA_903839405.1, s__Chlorobium sp903839405, 95.0, 79.03, 0.42; GCA_903851535.1, s__Chlorobium sp903851535, 95.0, 79.01, 0.42; GCA_903869365.1, s__Chlorobium sp903869365, 95.0, 78.98, 0.4; GCA_903920215.1, s__Chlorobium sp903920215, 95.0, 78.88, 0.37; GCF_000015125.1, s__Chlorobium phaeobacteroides, 95.0, 78.86, 0.27; GCA_013334485.1, s__Chlorobium sp013334485, 95.0, 78.86, 0.36; GCA_903843305.1, s__Chlorobium sp903843305, 95.0, 78.85, 0.4; GCA_005862225.1, s__Chlorobium sp005862225, 95.0, 78.84, 0.39; GCA_903940125.1, s__Chlorobium sp903940125, 95.0, 78.74, 0.38; GCA_903994365.1, s__Chlorobium sp903994365, 95.0, 78.71, 0.33; GCA_903866255.1, s__Chlorobium sp903866255, 95.0, 78.69, 0.32; GCA_903824045.1, s__Chlorobium sp903824045, 95.0, 78.66, 0.31; GCA_903895485.1, s__Chlorobium sp903895485, 95.0, 78.66, 0.36; GCA_903994525.1, s__Chlorobium sp903994525, 95.0, 78.66, 0.26; GCA_903915955.1, s__Chlorobium sp903915955, 95.0, 78.61, 0.35; GCA_005843825.1, s__Chlorobium sp005843825, 95.0, 78.51, 0.4; GCA_903895195.1, s__Chlorobium sp903895195, 95.0, 78.5, 0.37; GCA_903929845.1, s__Chlorobium sp903929845, 95.0, 78.48, 0.35; GCA_903838025.1, s__Chlorobium sp903838025, 95.0, 78.4, 0.39; GCA_903859055.1, s__Chlorobium sp903859055, 95.0, 78.3, 0.27; GCA_903908555.1, s__Chlorobium sp903908555, 95.0, 78.12, 0.28; GCA_903904495.1, s__Chlorobium sp903904495, 95.0, 78.11, 0.44; GCA_005843835.1, s__Chlorobium sp005843835, 95.0, 78.06, 0.3; GCA_903874585.1, s__Chlorobium sp903874585, 95.0, 78.02, 0.2; GCA_005843815.1, s__Chlorobium sp005843815, 95.0, 77.95, 0.36; GCF_000012585.1, s__Chlorobium chlorochromatii, 95.0, 77.93, 0.06; GCA_013334435.1, s__Chlorobium sp013334435, 95.0, 77.93, 0.27; GCF_000020465.1, s__Chlorobium limicola, 95.0, 77.88, 0.25; GCF_001509575.1, s__Chlorobium limicola_A, 95.0, 77.69, 0.24; GCA_013336025.1, s__Chlorobium sp013336025, 95.0, 77.64, 0.26; GCA_903838095.1, s__Chlorobium sp903838095, 95.0, 77.63, 0.31; GCA_903928225.1, s__Chlorobium sp903928225, 95.0, 77.61, 0.23; GCA_013334225.1, s__Chlorobium sp013334225, 95.0, 77.6, 0.28; GCA_005862285.1, s__Chlorobium sp005862285, 95.0, 77.59, 0.27; GCA_013335405.1, s__Chlorobium sp013335405, 95.0, 77.54, 0.25; GCA_013334565.1, s__Chlorobium sp013334565, 95.0, 77.53, 0.22; GCA_001622165.1, s__Chlorobium luteolum_B, 95.0, 77.49, 0.14; GCF_000016085.1, s__Chlorobium phaeovibrioides, 95.0, 77.41, 0.18; GCF_000012485.1, s__Chlorobium luteolum, 95.0, 77.4, 0.14; GCA_013203905.1, s__Chlorobium sp013203905, 95.0, 77.15, 0.18; GCF_004332115.1, s__Chlorobium sp004332115, 95.0, 76.63, 0.12	94.56	11	0.9300668149215257	N/A
sak_2011_5_24_40m_metaG_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.98	0.85	GCA_903916595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__CAIRDP01 sp903916595	97.98	0.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIRDP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903887775.1, s__CAIRDP01 sp903887775, 95.0, 79.03, 0.47; GCA_903837605.1, s__CAIRDP01 sp903837605, 95.0, 78.54, 0.4; GCA_903877385.1, s__CAIRDP01 sp903877385, 95.0, 78.44, 0.39; GCA_903824935.1, s__CAIRDP01 sp903824935, 95.0, 78.07, 0.33	95.29	11	N/A	N/A
sak_2011_5_24_40m_metaG_bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.67	0.86	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.67	0.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903870545.1, s__UBA10906 sp903870545, 95.0, 90.55, 0.83; GCA_014191975.1, s__UBA10906 sp014191975, 95.0, 82.92, 0.58; GCA_903848935.1, s__UBA10906 sp903848935, 95.0, 82.86, 0.64; GCA_903867225.1, s__UBA10906 sp903867225, 95.0, 82.46, 0.64; GCA_903847275.1, s__UBA10906 sp903847275, 95.0, 82.22, 0.61; GCA_903834465.1, s__UBA10906 sp903834465, 95.0, 80.76, 0.62; GCA_903876445.1, s__UBA10906 sp903876445, 95.0, 80.71, 0.54; GCA_903877065.1, s__UBA10906 sp903877065, 95.0, 80.68, 0.53; GCA_903904275.1, s__UBA10906 sp903904275, 95.0, 79.8, 0.51; GCA_903848905.1, s__UBA10906 sp903848905, 95.0, 77.81, 0.27; GCA_903953455.1, s__UBA10906 sp903953455, 95.0, 77.61, 0.3; GCA_900299045.1, s__UBA10906 sp900299045, 95.0, 77.52, 0.28; GCA_003542275.1, s__UBA10906 sp003542275, 95.0, 77.18, 0.25	92.4	11	N/A	N/A
sak_2011_5_24_40m_metaG_bin.7	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__UBA12489;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.12	11	0.9575568464795062	N/A
sak_2011_5_24_40m_metaG_bin.8	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.89	0.85	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.89	0.85	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.8	11	N/A	N/A
sak_2011_5_24_40m_metaG_bin.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903885085.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp903885085	94.59	0.77	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903892995.1, s__CAITKP01 sp903892995, 95.0, 81.53, 0.56	91.64	11	0.9926995593224146	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2011_5_24_50m_metaG_bin.1	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013202935.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__JABMRG01;s__JABMRG01 sp013202935	76.53	0.06	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.51	11	0.8316168676832788	N/A
sak_2011_5_24_50m_metaG_bin.10	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	58.61	11	0.7542668609613202	N/A
